Fecha,Encuesta,Estrato,Sexo,Edad,Nivel Educativo,Cantidad de Integrantes en el Hogar,Imagen del Candidato,Voto,Voto Anterior
2023-12-03,18fa5472-1675-4b38-bd64-2ae264348207,Medio,Masculino,34,Posgrado,3,29.187381963200487,Candidato B,Candidato A
2025-07-16,81b84ea7-1f21-4475-a6f0-f7698909c1ba,Medio,Masculino,46,Primario completo,2,75.08576730094481,En blanco,Candidato C
2024-10-21,a7484ffb-bfd9-4e84-b770-ca8dac69c006,Alto,Masculino,39,Primario completo,6,48.64605311063409,Candidato B,Candidato C
2024-10-09,3ba68577-3396-4543-8843-9ba12afd65c3,Bajo,Femenino,61,Posgrado,5,63.785949405043056,Candidato A,Candidato C
2025-04-26,60c36cdd-9937-4592-985a-eb983d9f3e80,Alto,Masculino,49,Secundario completo,3,26.940081378124404,En blanco,Candidato C
2024-09-28,d41cc2bc-e335-4f8b-91d5-6acf680fe5e2,Alto,Femenino,48,Terciario/Universitario completo,5,62.02509641170175,Candidato C,Candidato B
2023-12-03,32dec6d5-8690-4942-b66e-3cca8c479390,Alto,Masculino,52,Terciario/Universitario incompleto,2,24.64314932711684,No votó,En blanco
2024-11-29,3103d904-1742-4bd0-bde5-b4a337ef373e,Bajo,Femenino,51,Secundario incompleto,1,1.3246066085966124,Candidato B,No votó
2025-10-24,83615006-1981-40d4-9bf9-a793ecb9cb39,Alto,Masculino,23,Terciario/Universitario incompleto,1,71.70565577427689,En blanco,En blanco
2025-09-11,8cdc5389-31ff-4a99-9a92-484921566d5e,Bajo,Masculino,23,Primario completo,2,44.17951723644384,Candidato A,Candidato B
2024-07-19,9efb00b7-a397-4217-8511-43e593aae480,Medio,Femenino,38,Primario incompleto,1,30.15857840203948,Candidato A,No votó
2025-05-24,dd5eb2d1-6518-420a-99cb-37c76e7fbad2,Alto,Masculino,46,Secundario completo,2,52.60958151544012,Candidato A,Candidato A
2024-05-24,ac331b92-4318-4f26-a9b7-4954a41a5d31,Alto,Femenino,42,Secundario completo,4,38.101496895224585,Candidato B,Candidato B
2024-01-10,a15b74ad-a3da-4c94-b8a9-a43bccea521d,Medio,Femenino,67,Secundario completo,6,80.7577711462497,No votó,Candidato C
2024-08-09,59cd83d9-0764-4513-89e6-e6309a553472,Alto,Masculino,43,Posgrado,6,97.03798351501038,Candidato A,En blanco
2024-01-03,c9d4e1bb-c4d3-4ec2-baf3-d90e586a7302,Medio,Femenino,52,Secundario completo,2,65.21490452285808,Candidato A,Candidato B
2024-02-12,08dfc975-a4fd-4204-b3b9-e84e34b65cee,Medio,Femenino,48,Secundario incompleto,1,3.847880040956553,No votó,Candidato C
2024-08-15,371a2390-70c7-42d0-b295-ba69f9873b5e,Medio,Masculino,53,Primario incompleto,4,65.38479094232363,Candidato A,Candidato B
2025-04-30,d35f581e-3648-431f-ae9e-8d0384983111,Medio,Femenino,45,Primario completo,3,0.9225022208974476,No votó,Candidato C
2023-12-02,74286356-3c91-4458-a4b2-7e8301cbd9c2,Alto,Femenino,51,Terciario/Universitario incompleto,3,39.946285899213244,Candidato A,Candidato A
2024-08-04,46ac3201-9ab1-474e-9766-8e8a78ca810e,Alto,Femenino,22,Primario completo,3,9.162145092027508,Candidato A,Candidato A
2024-08-06,64661891-4a3e-4cf0-a622-053dd5ff7894,Bajo,Masculino,76,Primario incompleto,5,86.34872757897138,Candidato B,Candidato B
2024-03-27,efe1633c-b87c-4dd3-bcee-7fb1543c41b5,Bajo,Femenino,32,Secundario completo,3,2.6109575869214807,Candidato C,Candidato C
2023-11-17,4c2652d8-b6ea-4241-a5b3-a67baa0e563e,Bajo,Masculino,27,Primario completo,4,67.79242595780669,En blanco,Candidato C
2025-08-15,9d41a10b-16b3-417d-abbd-2fe0e095bbfd,Alto,Femenino,59,Terciario/Universitario completo,5,46.21691310437349,No votó,Candidato A
2024-05-07,5edd9aae-7f10-4dcf-939d-d7ca1fde56c1,Bajo,Masculino,43,Primario incompleto,6,50.9126925708071,No votó,En blanco
2025-08-07,169e98ce-a771-4b3c-9f11-8a429cd3a795,Medio,Femenino,71,Terciario/Universitario completo,1,25.89096798544167,Candidato B,Candidato A
2024-08-20,68cbaa9e-22d7-4fab-9c78-6e743ae7ab54,Medio,Femenino,73,Terciario/Universitario incompleto,3,37.70261932842991,Candidato C,Candidato C
2024-01-03,db5bf01f-3d75-489a-a128-9e96ebe3387b,Alto,Femenino,50,Terciario/Universitario completo,4,43.29016645228708,Candidato C,Candidato B
2025-02-15,24dbac94-486c-44d6-bc23-bbfc0490642f,Medio,Masculino,38,Terciario/Universitario completo,4,45.02317231804754,No votó,En blanco
2025-10-03,5ec2abf6-a223-4d40-9836-ba33846736ce,Bajo,Femenino,27,Terciario/Universitario incompleto,2,48.84087455698183,No votó,Candidato B
2024-02-29,1da221b8-2545-4e29-ad5a-c10cbd3ccd61,Alto,Masculino,74,Secundario completo,6,83.49205271613988,No votó,Candidato B
2024-04-19,aef82d2e-51f8-4e44-924b-ba5b82042c0b,Alto,Femenino,22,Terciario/Universitario incompleto,6,63.08699705451601,Candidato B,Candidato C
2023-11-12,e757155d-5c07-4046-9359-81c7b984dbe3,Medio,Femenino,27,Secundario incompleto,4,86.02969463342568,Candidato C,Candidato A
2024-04-17,33423b60-310d-4bf4-9741-8ae8cfa71765,Medio,Masculino,27,Primario completo,1,51.57189003729508,Candidato C,Candidato A
2025-04-04,b2835bff-857d-414b-8b91-cbe8fea4ca6a,Alto,Femenino,20,Primario incompleto,5,52.35847399950704,Candidato B,Candidato C
2025-04-16,bcd635cc-b9c4-4bb6-a6a9-9aab6c811d57,Medio,Masculino,42,Secundario completo,5,62.87506876113233,En blanco,En blanco
2025-05-31,248988cf-0915-43be-a50f-137560fc01e2,Alto,Femenino,59,Primario incompleto,6,71.19958091462641,Candidato B,En blanco
2025-11-07,a1239c72-49ac-4049-93bd-01ae70dd4704,Medio,Femenino,54,Terciario/Universitario incompleto,4,73.46429888027365,Candidato C,Candidato C
2025-10-09,3022b8f1-86d6-4424-a7b2-2a70a9452a96,Bajo,Femenino,25,Secundario completo,6,55.91284328947075,Candidato B,En blanco
2024-02-13,59949066-7d41-4588-9a34-7cdad4814f7f,Medio,Masculino,60,Terciario/Universitario completo,3,39.984632523146026,Candidato B,Candidato C
2025-06-12,e04d350f-260a-4ef2-95dd-24bd27c4bf8d,Medio,Masculino,22,Terciario/Universitario completo,2,27.728028767508906,Candidato B,No votó
2023-11-15,bdb63f32-43ce-4809-adec-9a4692976e6c,Alto,Femenino,51,Secundario incompleto,5,73.74976545374933,No votó,No votó
2024-06-24,2864120e-f118-4c10-9de4-ead3362b5eea,Alto,Femenino,35,Terciario/Universitario completo,3,5.937308310453049,En blanco,Candidato B
2024-08-22,d9535d1d-ea83-4861-b102-7b0323a8eb6e,Medio,Femenino,54,Primario incompleto,3,95.71704989239961,En blanco,Candidato A
2025-04-28,2df1fe3f-efd9-473e-ac7f-40f88946352d,Medio,Femenino,37,Primario completo,2,98.98185527253263,En blanco,Candidato A
2023-11-29,c0038e5a-4c83-49bc-89ce-f0ead6cadf41,Alto,Masculino,40,Terciario/Universitario incompleto,2,89.67728919284333,Candidato A,Candidato B
2025-11-03,aeb59644-15d5-4b49-92a9-7177785ecebc,Bajo,Masculino,78,Secundario incompleto,6,88.7222846645411,No votó,En blanco
2025-02-21,1938d096-ed3d-4fdf-a5bb-23895dde2c6a,Medio,Masculino,60,Posgrado,6,95.7292525472267,Candidato B,Candidato C
2024-05-08,853a9135-3ee2-451b-be88-c93319db1d7b,Medio,Femenino,73,Posgrado,3,60.096250165546664,No votó,Candidato A
2025-09-07,b5eca796-dc5f-4db7-87b5-2a8b0af01e69,Bajo,Masculino,64,Posgrado,2,83.57278987936057,Candidato A,No votó
2024-02-28,16159755-96df-441f-8dd5-92a0aeff988b,Alto,Masculino,48,Posgrado,1,18.548557242333807,Candidato C,No votó
2024-04-03,bcb43dc9-4292-4754-924c-c9b877350617,Medio,Masculino,43,Posgrado,3,45.90284658726054,Candidato A,Candidato C
2024-10-27,8fff6a1a-b3e5-4b15-81c1-4dc095f9d782,Bajo,Femenino,55,Secundario completo,6,2.2917162463319096,Candidato A,No votó
2024-02-05,3cd2aad8-2997-4899-a059-c8a9cb020672,Alto,Masculino,70,Secundario completo,4,35.43798346083834,En blanco,Candidato B
2024-11-14,d28d65a1-adc7-46e7-9f39-94bca013e55e,Bajo,Femenino,38,Terciario/Universitario completo,2,43.49612139475707,Candidato A,En blanco
2024-08-03,c7975813-ba4e-499c-b2b8-fd1594c7cd9a,Bajo,Masculino,65,Terciario/Universitario incompleto,3,17.33368190912491,Candidato B,En blanco
2025-05-12,7f25943c-f463-4a81-a8ec-7c65848d77e3,Medio,Femenino,60,Terciario/Universitario completo,3,71.30808198963639,Candidato B,Candidato B
2024-05-28,3e41ca28-a0c7-4b90-aef7-133aa6728c5c,Medio,Femenino,75,Secundario incompleto,6,17.638954409744446,Candidato C,Candidato C
2024-02-19,b4fbf350-24bf-4792-b9fa-33cd035e4eb9,Medio,Masculino,57,Primario incompleto,5,16.04523988830624,Candidato A,Candidato C
2023-12-01,df302d42-c454-4268-acc0-8d9899dfd2f5,Bajo,Femenino,47,Primario incompleto,2,74.94573869779352,Candidato B,Candidato C
2024-04-19,f8b2ca91-a307-4280-9d3a-30f824ee198e,Alto,Femenino,50,Primario incompleto,4,91.00188590913892,Candidato A,Candidato C
2024-08-17,cf86e88e-c361-470d-9925-bbaa27833e60,Bajo,Masculino,40,Secundario incompleto,1,92.52381233230108,No votó,Candidato B
2024-07-27,2d64584a-9ee0-4eef-978f-f2cbd23a817d,Alto,Masculino,32,Secundario completo,6,86.68432588280398,En blanco,Candidato C
2024-11-11,18700fd5-4789-4708-9b08-fdc11162ce26,Bajo,Femenino,67,Terciario/Universitario completo,1,19.873223677813133,En blanco,Candidato B
2024-06-24,93c3150d-77c3-404f-9f7a-46b8450000a1,Alto,Masculino,50,Secundario completo,2,60.52054237596294,En blanco,Candidato A
2024-06-27,6b7b2370-940c-4324-820a-746ac7b2595e,Alto,Femenino,20,Secundario completo,4,53.1950701614696,En blanco,Candidato C
2025-11-06,1322439a-b54f-4f70-8a9f-fe96fdf0d605,Alto,Masculino,64,Posgrado,4,5.120120983316867,Candidato B,En blanco
2025-09-22,73961f8e-faa8-4536-93d7-79d524301b87,Medio,Femenino,42,Terciario/Universitario completo,1,23.000593501153034,Candidato C,En blanco
2025-01-12,410223b4-5536-412a-98d7-76da0f013f4e,Bajo,Masculino,68,Terciario/Universitario completo,1,57.232644981711246,Candidato A,Candidato C
2025-03-17,e7d37bcc-63f6-4d2d-a865-2c4da322e658,Medio,Femenino,80,Posgrado,6,85.88443075762478,Candidato C,En blanco
2024-07-20,a724dc8f-4be6-49fb-bbdc-223305ad18a9,Bajo,Masculino,41,Terciario/Universitario completo,5,75.50071877953727,En blanco,Candidato A
2024-03-31,16d24a67-c6b1-441f-b659-333f3deaf9a0,Bajo,Femenino,39,Posgrado,2,81.22364078294146,En blanco,Candidato A
2025-02-12,3f739143-24dc-4a5a-b888-cb6597b19d4f,Alto,Masculino,68,Primario completo,5,45.48111469433643,Candidato C,No votó
2024-01-11,73f67b09-3687-42c0-85dc-1819df6316b9,Bajo,Femenino,50,Secundario incompleto,1,95.36645540957564,No votó,Candidato B
2024-01-28,02bc0550-dfed-4f7e-b95d-793d51d670bd,Medio,Masculino,18,Secundario completo,2,61.137833656489406,Candidato A,Candidato B
2024-12-28,940795d0-6bbb-461d-801f-8134c3e53827,Alto,Masculino,33,Secundario completo,3,27.901987377252446,Candidato A,En blanco
2025-02-03,211149a5-faaa-422c-8c37-2aad84eefe22,Alto,Femenino,54,Terciario/Universitario incompleto,6,33.10098796649241,Candidato A,Candidato B
2024-07-06,91c9992f-b73a-4683-94f6-9e70b5f767d3,Medio,Femenino,22,Primario incompleto,4,37.44128419432447,No votó,No votó
